bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40
JAUCEM010000006.1.region010,RiPP-like,RiPPs,GCA_030348965.1,JAUCEM010000006.1,2938,2938,2938,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
JAUCEM010000004.1.region002,RRE-containing,RiPPs,GCA_030348965.1,JAUCEM010000004.1,3131,3131,3131,2582,244,unknown_family,u_RiPPs_244,217,unknown_family,u_RiPPs_217
JAUCEM010000006.1.region003,RiPP-like,RiPPs,GCA_030348965.1,JAUCEM010000006.1,3134,3134,3134,2582,292,unknown_family,u_RiPPs_292,256,unknown_family,u_RiPPs_256
JAUCEM010000006.1.region004,NRPS-like,NRPS,GCA_030348965.1,JAUCEM010000006.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
JAUCEM010000006.1.region001,RiPP-like,RiPPs,GCA_030348965.1,JAUCEM010000006.1,2939,2939,2939,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAUCEM010000006.1.region007,NRP-metallophore.NRPS,Others,GCA_030348965.1,JAUCEM010000006.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
JAUCEM010000006.1.region009,betalactone,Others,GCA_030348965.1,JAUCEM010000006.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCEM010000004.1.region001,ladderane,Others,GCA_030348965.1,JAUCEM010000004.1,3613,3130,3613,794,100,unknown_family,u_Others_100,69,known_family,huazacin
JAUCEM010000006.1.region006,NI-siderophore,Others,GCA_030348965.1,JAUCEM010000006.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126081.1.region004,NI-siderophore.terpene,Others,GCA_030122825.1,CP126081.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
CP126081.1.region010,RiPP-like,RiPPs,GCA_030122825.1,CP126081.1,3159,3159,3159,2582,57,unknown_family,u_RiPPs_57,50,unknown_family,u_RiPPs_50
CP126081.1.region008,T3PKS,PKSother,GCA_030122825.1,CP126081.1,2684,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
CP126081.1.region009,betalactone,Others,GCA_030122825.1,CP126081.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
CP126081.1.region005,LAP.RRE-containing,RiPPs,GCA_030122825.1,CP126081.1,3487,2528,3487,2582,104,known_family,plantazolicin,40,known_family,plantazolicin;plantazolicin
CP126081.1.region007,terpene,Terpene,GCA_030122825.1,CP126081.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
CP126081.1.region002,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030122825.1,CP126081.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39
CP126081.1.region001,NRPS,NRPS,GCA_030122825.1,CP126081.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
CP126081.1.region006,betalactone,Others,GCA_030122825.1,CP126081.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
CP126081.1.region012,NRP-metallophore.NRPS,Others,GCA_030122825.1,CP126081.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31
CP126081.1.region011,other,Others,GCA_030122825.1,CP126081.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
CP126081.1.region003,RRE-containing,RiPPs,GCA_030122825.1,CP126081.1,2526,2526,2526,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
JAUCFA010000002.1.region001,LAP,RiPPs,GCA_030348675.1,JAUCFA010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAUCFA010000002.1.region008,lassopeptide,RiPPs,GCA_030348675.1,JAUCFA010000002.1,3558,3259,3259,3259,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
JAUCFA010000002.1.region005,betalactone,Others,GCA_030348675.1,JAUCFA010000002.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCFA010000002.1.region003,NRP-metallophore.NRPS,Others,GCA_030348675.1,JAUCFA010000002.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
JAUCFA010000002.1.region006,RiPP-like,RiPPs,GCA_030348675.1,JAUCFA010000002.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAUCFA010000002.1.region004,RiPP-like,RiPPs,GCA_030348675.1,JAUCFA010000002.1,2975,2975,2975,2582,46,unknown_family,u_RiPPs_46,42,unknown_family,u_RiPPs_42
JAUCFA010000002.1.region002,NI-siderophore,Others,GCA_030348675.1,JAUCFA010000002.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin
JAUCFA010000002.1.region007,terpene,Terpene,GCA_030348675.1,JAUCFA010000002.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAUCFA010000003.1.region001,RiPP-like,RiPPs,GCA_030348675.1,JAUCFA010000003.1,3260,2952,3260,2582,109,unknown_family,u_RiPPs_109,51,unknown_family,u_RiPPs_51
CP128153.1.region006,terpene,Terpene,GCA_030292155.1,CP128153.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP128153.1.region005,NRPS,NRPS,GCA_030292155.1,CP128153.1,3455,3455,3455,,87,unknown_family,u_NRPS_87,13,unknown_family,u_NRPS_13
CP128153.1.region007,T3PKS,PKSother,GCA_030292155.1,CP128153.1,3079,3079,3079,,91,unknown_family,u_PKSother_91,85,unknown_family,u_PKSother_85
CP128153.1.region008,lassopeptide,RiPPs,GCA_030292155.1,CP128153.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21
CP128153.1.region002,NI-siderophore,Others,GCA_030292155.1,CP128153.1,3452,3452,3452,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP128153.1.region001,NRPS,NRPS,GCA_030292155.1,CP128153.1,3073,3073,3073,,130,unknown_family,u_NRPS_130,118,unknown_family,u_NRPS_118
CP128159.1.region001,RiPP-like,RiPPs,GCA_030292155.1,CP128159.1,3081,3081,3081,2582,117,unknown_family,u_RiPPs_117,109,unknown_family,u_RiPPs_109
CP128153.1.region003,betalactone,Others,GCA_030292155.1,CP128153.1,3068,3453,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP128159.1.region002,RiPP-like,RiPPs,GCA_030292155.1,CP128159.1,3449,3449,3449,2582,111,unknown_family,u_RiPPs_111,102,unknown_family,u_RiPPs_102
CP128153.1.region004,LAP,RiPPs,GCA_030292155.1,CP128153.1,3454,3076,3454,2582,107,unknown_family,u_RiPPs_107,78,unknown_family,u_RiPPs_78
JAUCFX010000005.1.region005,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030348305.1,JAUCFX010000005.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene
JAUCFX010000005.1.region009,LAP.RRE-containing,RiPPs,GCA_030348305.1,JAUCFX010000005.1,3487,3119,3487,2582,56,known_family,plantazolicin,40,known_family,plantazolicin;plantazolicin
JAUCFX010000005.1.region007,terpene,Terpene,GCA_030348305.1,JAUCFX010000005.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45
JAUCFX010000005.1.region013,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030348305.1,JAUCFX010000005.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
JAUCFX010000005.1.region002,T3PKS,PKSother,GCA_030348305.1,JAUCFX010000005.1,2765,3480,2765,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4
JAUCFX010000005.1.region012,other,Others,GCA_030348305.1,JAUCFX010000005.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
JAUCFX010000005.1.region003,terpene,Terpene,GCA_030348305.1,JAUCFX010000005.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
JAUCFX010000005.1.region011,NRPS,NRPS,GCA_030348305.1,JAUCFX010000005.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin
JAUCFX010000005.1.region001,transAT-PKS,PKSother,GCA_030348305.1,JAUCFX010000005.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin
JAUCFX010000005.1.region010,LAP.thiopeptide,RiPPs,GCA_030348305.1,JAUCFX010000005.1,3488,3488,3488,2582,192,unknown_family,u_RiPPs_192,172,unknown_family,u_RiPPs_172
JAUCFX010000005.1.region004,transAT-PKS.betalactone.NRPS,Others,GCA_030348305.1,JAUCFX010000005.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin
JAUCFX010000005.1.region006,transAT-PKS,PKSother,GCA_030348305.1,JAUCFX010000005.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
JAUCFX010000005.1.region008,PKS-like,PKSother,GCA_030348305.1,JAUCFX010000005.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44
JAUCEX010000002.1.region007,T3PKS,PKSother,GCA_030348735.1,JAUCEX010000002.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
JAUCEX010000002.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030348735.1,JAUCEX010000002.1,2595,3224,2595,2582,270,unknown_family,u_RiPPs_270,57,unknown_family,u_RiPPs_57
JAUCEX010000002.1.region009,other,Others,GCA_030348735.1,JAUCEX010000002.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
JAUCEX010000002.1.region004,RRE-containing,RiPPs,GCA_030348735.1,JAUCEX010000002.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
JAUCEX010000002.1.region010,RiPP-like,RiPPs,GCA_030348735.1,JAUCEX010000002.1,2687,2687,2687,2582,76,unknown_family,u_RiPPs_76,74,unknown_family,u_RiPPs_74
JAUCEX010000002.1.region008,betalactone,Others,GCA_030348735.1,JAUCEX010000002.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
JAUCEX010000002.1.region002,NRPS,NRPS,GCA_030348735.1,JAUCEX010000002.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
JAUCEX010000002.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030348735.1,JAUCEX010000002.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39
JAUCEX010000002.1.region006,betalactone,Others,GCA_030348735.1,JAUCEX010000002.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
JAUCEX010000002.1.region005,NI-siderophore.terpene,Others,GCA_030348735.1,JAUCEX010000002.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
CP126525.1.region005,betalactone,Others,GCA_030167055.1,CP126525.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP126525.1.region001,NRPS-like,NRPS,GCA_030167055.1,CP126525.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
CP126525.1.region007,RiPP-like,RiPPs,GCA_030167055.1,CP126525.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
CP126528.1.region001,RiPP-like,RiPPs,GCA_030167055.1,CP126528.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52
CP126525.1.region003,NI-siderophore,Others,GCA_030167055.1,CP126525.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126525.1.region008,NRPS,NRPS,GCA_030167055.1,CP126525.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
CP126525.1.region006,RiPP-like,RiPPs,GCA_030167055.1,CP126525.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
CP126525.1.region004,NRP-metallophore.NRPS,Others,GCA_030167055.1,CP126525.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP126525.1.region010,lassopeptide,RiPPs,GCA_030167055.1,CP126525.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
CP126525.1.region009,terpene,Terpene,GCA_030167055.1,CP126525.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP126525.1.region002,LAP,RiPPs,GCA_030167055.1,CP126525.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAUCFK010000007.1.region004,betalactone,Others,GCA_030348485.1,JAUCFK010000007.1,3355,3355,3355,794,51,unknown_family,u_Others_51,1,known_family,fengycin
JAUCFK010000007.1.region001,RRE-containing.lassopeptide,RiPPs,GCA_030348485.1,JAUCFK010000007.1,2741,2741,2741,2582,74,unknown_family,u_RiPPs_74,72,unknown_family,u_RiPPs_72
JAUCFK010000007.1.region005,terpene,Terpene,GCA_030348485.1,JAUCFK010000007.1,3356,3356,3356,2488,95,unknown_family,u_Terpene_95,87,unknown_family,u_Terpene_87
JAUCFK010000007.1.region006,NRPS,NRPS,GCA_030348485.1,JAUCFK010000007.1,3357,3357,3357,,85,unknown_family,u_NRPS_85,83,unknown_family,u_NRPS_83
JAUCFK010000007.1.region007,phosphonate,Others,GCA_030348485.1,JAUCFK010000007.1,3358,3358,3358,794,65,unknown_family,u_Others_65,65,unknown_family,u_Others_65
JAUCFK010000007.1.region003,T3PKS,PKSother,GCA_030348485.1,JAUCFK010000007.1,3354,2743,2733,,89,unknown_family,u_PKSother_89,62,unknown_family,u_PKSother_62
JAUCFK010000007.1.region002,NRPS-like,NRPS,GCA_030348485.1,JAUCFK010000007.1,3353,3127,3353,,62,unknown_family,u_NRPS_62,49,unknown_family,u_NRPS_49
CP126104.1.region009,T3PKS,PKSother,GCA_030123285.1,CP126104.1,2765,3480,2765,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4
CP126104.1.region013,other,Others,GCA_030123285.1,CP126104.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
CP126104.1.region012,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030123285.1,CP126104.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
CP126104.1.region001,NRPS,NRPS,GCA_030123285.1,CP126104.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin
CP126104.1.region007,transAT-PKS.betalactone.NRPS,Others,GCA_030123285.1,CP126104.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin
CP126104.1.region008,terpene,Terpene,GCA_030123285.1,CP126104.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
CP126104.1.region010,transAT-PKS,PKSother,GCA_030123285.1,CP126104.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin
CP126104.1.region003,PKS-like,PKSother,GCA_030123285.1,CP126104.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44
CP126104.1.region006,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030123285.1,CP126104.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene
CP126104.1.region011,NRPS,NRPS,GCA_030123285.1,CP126104.1,2401,2401,2401,,127,known_family,bacillothiazol A;bacillothiazol B;bacillothiazol C;bacillothiazol D;bacillothiazol E;bacillothiazol F;bacillothiazol G;bacillothiazol H;bacillothiazol I;bacillothiazol J;bacillothiazol K;bacillothiazol L;bacillothiazol M;bacillothiazol N,116,known_family,bacillothiazol A;bacillothiazol B;bacillothiazol C;bacillothiazol D;bacillothiazol E;bacillothiazol F;bacillothiazol G;bacillothiazol H;bacillothiazol I;bacillothiazol J;bacillothiazol K;bacillothiazol L;bacillothiazol M;bacillothiazol N
CP126104.1.region005,transAT-PKS,PKSother,GCA_030123285.1,CP126104.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
CP126104.1.region002,LAP.RRE-containing,RiPPs,GCA_030123285.1,CP126104.1,3487,3119,3487,2582,56,known_family,plantazolicin,40,known_family,plantazolicin;plantazolicin
CP126104.1.region004,terpene,Terpene,GCA_030123285.1,CP126104.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45
CP127194.1.region003,LAP,RiPPs,GCA_030272035.1,CP127194.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
CP127194.1.region005,NRP-metallophore.NRPS,Others,GCA_030272035.1,CP127194.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP127194.1.region004,NI-siderophore,Others,GCA_030272035.1,CP127194.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP127194.1.region011,terpene,Terpene,GCA_030272035.1,CP127194.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP127194.1.region007,betalactone,Others,GCA_030272035.1,CP127194.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP127194.1.region010,NRPS,NRPS,GCA_030272035.1,CP127194.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
CP127194.1.region009,RiPP-like,RiPPs,GCA_030272035.1,CP127194.1,2939,2939,2939,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
CP127194.1.region012,lanthipeptide-class-ii,RiPPs,GCA_030272035.1,CP127194.1,466,466,466,2582,105,known_family,cerecidin;cerecidin A1;cerecidin A2;cerecidin A3;cerecidin A4;cerecidin A5;cerecidin A6;cerecidin A7,97,known_family,cerecidin;cerecidin A1;cerecidin A2;cerecidin A3;cerecidin A4;cerecidin A5;cerecidin A6;cerecidin A7
CP127194.1.region008,RiPP-like,RiPPs,GCA_030272035.1,CP127194.1,2938,2938,2938,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
CP127194.1.region001,NRPS-like,NRPS,GCA_030272035.1,CP127194.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
CP127194.1.region006,NRPS,NRPS,GCA_030272035.1,CP127194.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
CP127194.1.region002,RiPP-like,RiPPs,GCA_030272035.1,CP127194.1,2932,2932,2932,2582,217,unknown_family,u_RiPPs_217,195,unknown_family,u_RiPPs_195
JAUKNS010000002.1.region004,lassopeptide,RiPPs,GCA_030487755.1,JAUKNS010000002.1,3366,3503,3366,2582,257,unknown_family,u_RiPPs_257,96,unknown_family,u_RiPPs_96
JAUKNS010000001.1.region003,lanthipeptide-class-iii,RiPPs,GCA_030487755.1,JAUKNS010000001.1,2455,3499,3499,2582,246,unknown_family,u_RiPPs_246,218,unknown_family,u_RiPPs_218
JAUKNS010000003.1.region001,proteusin,RiPPs,GCA_030487755.1,JAUKNS010000003.1,3504,3504,3504,2582,245,unknown_family,u_RiPPs_245,99,unknown_family,u_RiPPs_99
JAUKNS010000001.1.region002,transAT-PKS.T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030487755.1,JAUKNS010000001.1,3498,3498,3498,1023,377,unknown_family,u_PKS-NRP_Hybrids_377,331,unknown_family,u_PKS-NRP_Hybrids_331
JAUKNS010000004.1.region003,terpene,Terpene,GCA_030487755.1,JAUKNS010000004.1,2677,3507,3507,2488,135,unknown_family,u_Terpene_135,124,unknown_family,u_Terpene_124
JAUKNS010000009.1.region001,lanthipeptide-class-ii.terpene,Others,GCA_030487755.1,JAUKNS010000009.1,3510,3510,3510,794,144,unknown_family,u_Others_144,133,unknown_family,u_Others_133
JAUKNS010000002.1.region002,T3PKS,PKSother,GCA_030487755.1,JAUKNS010000002.1,3501,3501,3501,,333,unknown_family,u_PKSother_333,290,unknown_family,u_PKSother_290
JAUKNS010000004.1.region001,NRPS,NRPS,GCA_030487755.1,JAUKNS010000004.1,3505,3505,3505,,307,unknown_family,u_NRPS_307,267,unknown_family,u_NRPS_267
JAUKNS010000004.1.region004,NRP-metallophore.NRPS,Others,GCA_030487755.1,JAUKNS010000004.1,3314,3371,3371,794,98,unknown_family,u_Others_98,90,unknown_family,u_Others_90
JAUKNS010000002.1.region003,NRPS-like,NRPS,GCA_030487755.1,JAUKNS010000002.1,3502,3502,3502,,323,unknown_family,u_NRPS_323,281,unknown_family,u_NRPS_281
JAUKNS010000007.1.region001,opine-like-metallophore,Others,GCA_030487755.1,JAUKNS010000007.1,3509,3509,3509,794,166,unknown_family,u_Others_166,152,unknown_family,u_Others_152
JAUKNS010000004.1.region002,cyclic-lactone-autoinducer,RiPPs,GCA_030487755.1,JAUKNS010000004.1,3506,3506,3506,2582,273,unknown_family,u_RiPPs_273,240,unknown_family,u_RiPPs_240
JAUKNS010000002.1.region001,terpene,Terpene,GCA_030487755.1,JAUKNS010000002.1,3500,3500,3500,2488,353,unknown_family,u_Terpene_353,307,unknown_family,u_Terpene_307
JAUKNS010000001.1.region001,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030487755.1,JAUKNS010000001.1,3497,3497,3497,1023,380,unknown_family,u_PKS-NRP_Hybrids_380,127,unknown_family,u_PKS-NRP_Hybrids_127
CP126077.1.region002,ectoine,Others,GCA_030122745.1,CP126077.1,2827,2489,2489,794,142,unknown_family,u_Others_142,131,unknown_family,u_Others_131
CP126077.1.region003,T3PKS,PKSother,GCA_030122745.1,CP126077.1,2490,2490,2490,,325,unknown_family,u_PKSother_325,283,unknown_family,u_PKSother_283
CP126077.1.region005,T3PKS,PKSother,GCA_030122745.1,CP126077.1,2492,2492,2492,,338,unknown_family,u_PKSother_338,294,unknown_family,u_PKSother_294
CP126077.1.region004,terpene,Terpene,GCA_030122745.1,CP126077.1,2491,2491,2491,2488,360,unknown_family,u_Terpene_360,314,unknown_family,u_Terpene_314
CP126077.1.region001,terpene,Terpene,GCA_030122745.1,CP126077.1,2488,2488,2488,2488,367,unknown_family,u_Terpene_367,321,unknown_family,u_Terpene_321
CP128114.1.region002,phosphonate,Others,GCA_030292035.1,CP128114.1,2982,2982,2982,794,179,unknown_family,u_Others_179,160,unknown_family,u_Others_160
CP128114.1.region005,betalactone,Others,GCA_030292035.1,CP128114.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
CP128114.1.region006,terpene,Terpene,GCA_030292035.1,CP128114.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
CP128114.1.region007,T3PKS,PKSother,GCA_030292035.1,CP128114.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
CP128114.1.region008,RiPP-like,RiPPs,GCA_030292035.1,CP128114.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35
CP128114.1.region001,NRPS,NRPS,GCA_030292035.1,CP128114.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
CP128114.1.region009,betalactone,Others,GCA_030292035.1,CP128114.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
CP128114.1.region003,RRE-containing,RiPPs,GCA_030292035.1,CP128114.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
CP128114.1.region010,NRP-metallophore.NRPS,Others,GCA_030292035.1,CP128114.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31
